Index,NO,NO2,NOx,NH3,CO,SO2,class
1868,4.57,13.13,16.2,21.28,0.94,3.12,0
8272,13.16,18.11,18.64,17.4,0.71,14.58,0
712,2.7,14.32,9.89,10.74,0.81,15.71,0
3070,7.39,24.87,26.46,15.3,0.85,4.98,0
13062,1.17,3.59,1.55,3.66,0.46,5.66,0
10953,0.88,19.66,20.51,2.88,0.37,9.13,0
2788,39.83,54.92,76.09,18.74,1.29,7.69,2
8905,9.71,15.64,9.5,6.28,0.22,4.33,0
3273,2.76,13.81,14.7,10.86,0.67,8.19,0
8112,36.63,20.01,81.59,2.62,0.76,16.42,2
11713,18.8,49.73,41.29,52.94,2.01,7.07,1
6879,65.27,59.12,8.53,63.78,1.59,18.15,1
3434,3.78,32.47,20.42,15.92,0.73,8.24,0
9979,28.68,42.35,24.54,26.06,0.0,12.47,1
10736,6.07,34.98,33.96,29.34,0.81,9.74,1
1603,10.0,22.83,18.26,31.1,6.95,12.52,1
4365,9.26,12.79,14.12,75.77,0.76,14.03,1
3944,5.24,11.43,12.46,36.06,1.81,2.88,0
3533,23.98,26.52,50.49,12.22,4.03,16.0,1
10910,74.32,1.94,60.71,3.26,0.89,16.83,2
7376,11.87,33.79,29.15,39.74,1.04,10.93,1
10235,14.52,26.35,35.47,13.89,0.72,11.4,1
6916,16.51,33.08,42.62,46.64,0.97,8.58,1
14092,2.95,7.29,6.27,2.32,1.53,6.39,0
14334,1.53,5.51,3.15,2.42,0.94,1.2,0
7852,10.44,18.3,15.15,34.72,0.81,14.52,1
8087,11.97,14.64,35.35,1.86,0.55,13.89,0
8319,2.82,19.94,15.4,21.4,0.57,5.96,0
9875,9.39,31.96,22.02,14.41,0.52,6.51,0
6807,56.9,90.56,63.21,61.45,1.15,24.12,2
3861,17.45,27.08,38.58,35.46,3.11,8.19,1
6828,38.61,53.86,82.34,50.06,1.55,22.89,2
172,3.43,9.86,8.11,10.94,0.68,7.26,0
5619,8.91,20.61,26.92,27.84,0.83,5.57,1
11586,5.62,14.36,20.02,19.23,0.52,6.8,0
4961,5.49,14.2,12.84,132.69,3.33,3.39,3
11161,39.14,88.24,127.36,30.14,0.77,11.32,4
13225,28.61,32.76,61.35,8.53,1.3,54.35,2
1139,20.17,21.19,41.35,12.48,0.01,6.0,1
1751,4.45,11.45,8.94,10.76,9.35,1.72,0
2558,11.34,80.93,88.57,57.13,1.0,6.38,2
611,1.0,24.16,13.66,4.77,0.46,14.9,0
1759,3.67,12.67,9.08,29.6,1.5,4.9,0
1549,28.22,21.57,37.97,14.54,0.79,7.08,1
7198,54.16,63.79,81.87,46.84,1.79,14.22,2
1208,12.01,9.09,21.09,6.89,0.8,26.79,0
14123,2.77,6.82,5.87,2.5,0.9,5.45,0
5235,7.04,18.16,13.28,43.75,0.88,5.53,1
13335,27.63,3.43,23.18,20.19,2.44,48.48,0
6913,56.38,74.5,84.22,49.6,1.7,14.35,2
1237,15.33,11.14,18.0,14.48,0.55,15.21,0
6611,93.94,114.03,41.37,99.22,1.65,19.54,2
3040,5.95,17.29,19.29,10.86,0.72,5.42,0
9543,1.7,24.57,14.31,14.93,0.5,5.5,0
3468,6.24,27.12,19.57,6.91,0.66,14.67,0
13097,0.75,2.42,1.08,2.48,0.25,5.49,0
3641,5.28,16.61,21.86,6.86,2.62,12.78,0
8533,6.46,20.72,18.45,44.38,0.38,5.1,1
11840,19.27,54.06,28.5,23.01,0.39,10.28,1
12793,18.69,30.43,49.11,15.37,0.65,6.32,1
3200,4.24,24.1,23.37,13.05,0.81,6.12,0
4660,10.3,15.04,18.98,29.07,1.54,14.18,0
3756,23.24,17.39,36.55,53.39,1.66,14.16,1
11603,4.83,8.48,13.35,14.97,0.34,6.94,0
10522,9.98,31.78,35.08,16.28,0.87,12.82,1
13540,26.5,6.77,33.27,7.65,1.57,25.53,0
8139,11.05,8.88,27.67,2.95,0.54,10.1,0
6465,29.68,36.78,68.62,36.4,1.55,8.69,2
11878,2.03,13.02,22.24,29.8,0.58,9.92,0
439,13.93,124.57,77.59,10.65,1.38,48.92,2
7578,73.76,69.73,103.48,57.17,2.03,13.41,4
5650,6.19,14.73,20.93,19.77,0.75,6.39,0
9494,5.91,40.1,25.55,14.37,0.74,7.21,1
664,2.8,9.34,7.33,12.08,0.4,28.32,0
1424,13.08,14.96,21.71,6.77,0.72,6.09,0
7264,15.3,38.43,35.94,33.64,0.98,14.48,1
10930,37.57,7.14,38.6,5.3,0.99,16.62,0
10286,13.14,44.02,49.04,27.6,1.07,12.13,1
3689,7.85,11.1,18.95,4.74,0.0,12.86,0
10711,41.42,77.26,96.65,52.73,1.3,13.06,2
1114,10.98,12.72,23.7,11.46,0.0,5.05,0
3609,3.61,17.05,20.66,9.41,3.12,13.03,0
12696,22.43,33.69,55.32,13.7,0.89,11.46,2
6412,8.77,45.5,52.2,33.33,1.77,15.9,1
1005,13.38,15.46,28.84,9.99,0.89,2.35,0
14450,1.37,4.01,2.12,1.44,0.7,0.73,0
473,13.08,83.44,55.08,14.61,1.58,12.92,2
12214,7.48,23.23,18.11,17.9,1.4,6.72,0
10107,9.47,29.32,32.24,25.56,0.6,5.51,1
12220,6.06,16.72,10.04,13.47,1.06,5.52,0
4802,8.24,13.74,13.91,1.31,0.64,6.41,0
9408,7.93,45.42,29.77,14.25,0.67,17.59,1
13892,1.82,9.16,6.26,5.89,1.14,5.4,0
12572,25.34,11.93,36.46,9.55,0.52,8.74,0
14484,1.12,4.03,2.26,1.15,1.07,1.85,0
12453,40.05,70.42,69.59,31.18,2.35,15.94,2
3802,16.21,23.57,34.04,42.4,3.05,14.76,1
9518,2.92,30.7,18.5,12.78,0.51,2.86,0
5891,6.91,11.18,16.53,26.68,0.67,4.74,0
984,16.36,10.8,38.61,11.45,0.54,4.14,0
6775,23.35,70.77,22.9,48.84,0.29,23.51,1
4520,27.72,39.33,14.56,12.32,5.53,5.1,1
11154,95.75,111.71,210.46,51.51,1.99,19.8,4
14413,1.09,3.86,12.46,1.51,0.64,0.77,0
8205,91.88,15.07,166.98,24.31,3.75,13.41,4
5284,9.5,16.74,26.15,68.84,0.73,15.09,1
12205,7.95,27.25,20.02,15.34,1.09,7.64,0
946,5.23,77.4,96.5,14.02,1.25,3.27,2
14325,0.79,4.4,2.91,2.83,0.86,1.13,0
7355,15.19,39.8,34.4,28.15,1.05,21.85,1
4578,3.92,15.88,17.05,57.83,1.89,9.93,1
13479,13.05,15.03,22.48,6.49,1.58,24.08,0
14341,1.5,4.8,2.83,2.88,0.98,3.05,0
3536,15.04,22.68,37.71,12.43,3.86,15.25,1
12795,21.31,41.19,62.5,15.45,0.68,6.3,2
1457,9.57,10.17,19.06,11.96,0.68,7.84,0
5823,7.52,8.63,15.94,109.55,0.86,8.51,3
251,3.48,12.39,9.52,12.21,0.81,7.62,0
7221,39.15,45.22,60.27,42.01,1.22,12.5,2
10154,8.83,21.54,21.73,18.18,0.48,9.68,0
332,4.78,23.58,16.52,21.37,0.76,10.9,0
1849,4.58,24.21,24.3,26.15,1.18,1.53,1
5441,6.76,12.21,18.97,65.78,0.9,8.45,1
4127,25.39,13.72,36.33,42.98,0.89,4.77,1
13098,0.63,1.97,0.77,2.07,0.21,4.67,0
5833,9.25,16.26,25.41,32.11,0.64,17.71,1
59,4.58,19.29,13.97,10.95,0.1,13.9,0
13766,14.2,3.53,16.56,1.71,1.41,34.41,0
3581,8.44,17.41,25.85,8.97,3.43,13.1,0
4321,1.37,11.9,7.21,41.06,0.5,7.05,0
1507,17.92,10.99,27.31,12.21,0.71,7.79,0
13126,0.69,2.2,0.96,2.27,0.17,5.88,0
1651,3.21,8.72,7.2,29.83,5.82,2.6,0
11139,88.23,124.79,155.73,27.33,1.13,17.16,4
10958,8.62,31.28,39.9,4.06,0.36,1.29,1
13622,25.97,8.05,32.95,7.57,1.18,23.39,0
2690,8.51,29.62,28.16,23.38,0.96,7.71,1
7421,7.78,28.13,23.43,27.24,0.99,12.02,1
2195,9.41,31.76,0.0,39.39,3.0,7.56,1
2663,20.8,17.12,30.21,18.01,0.89,6.34,0
5159,14.92,21.77,18.74,27.48,0.87,3.88,1
6712,57.09,73.67,43.73,63.38,0.39,24.14,2
2698,17.97,24.34,32.53,23.56,0.76,7.24,1
3707,4.28,7.29,11.58,3.85,0.03,12.58,0
8352,3.03,0.62,2.72,10.78,1.09,4.77,0
9115,3.74,40.44,24.38,17.31,0.67,5.14,1
4536,22.35,29.04,37.17,19.91,2.05,9.01,1
12431,12.97,19.78,20.85,1.35,1.25,13.06,0
13430,10.25,4.88,15.1,6.18,4.07,32.26,0
2765,11.24,29.96,32.39,19.59,1.04,5.34,1
3181,10.27,43.03,43.97,15.71,1.08,7.03,1
8316,5.15,30.64,24.22,25.86,0.53,5.16,1
13281,19.9,11.97,28.2,34.62,1.43,37.6,1
9649,2.99,16.68,9.42,10.32,0.37,8.56,0
5589,8.08,20.68,28.68,5.77,0.95,4.13,0
13154,0.71,2.35,1.04,2.43,0.63,7.0,0
7533,34.86,50.05,57.98,29.84,1.37,11.7,2
8561,5.34,9.11,10.68,11.83,0.44,6.2,0
10180,10.44,18.85,29.28,11.89,0.62,8.47,0
3617,5.85,16.3,22.14,5.91,3.16,12.69,0
12279,7.92,24.0,19.11,11.05,1.05,6.3,0
12818,14.68,31.18,44.17,20.06,1.03,9.26,1
8313,5.41,28.93,23.37,24.94,0.48,7.98,1
350,6.59,12.51,12.1,18.93,0.75,8.48,0
13262,13.3,11.38,12.5,13.34,1.6,16.81,0
10712,24.38,78.18,82.95,51.35,1.18,11.23,2
4201,18.75,5.06,17.87,6.57,0.56,13.4,0
10261,18.0,37.48,46.19,24.45,1.13,12.57,1
2358,5.81,39.12,0.0,22.39,0.42,8.55,0
9823,13.0,47.25,33.53,23.78,0.57,14.12,1
7301,49.62,40.1,67.55,37.26,1.54,14.75,2
13530,41.33,4.48,41.42,8.46,1.05,24.41,0
442,6.73,92.41,54.63,11.1,1.33,15.9,2
11098,122.03,61.56,162.28,68.52,1.54,14.76,4
6267,85.1,68.86,119.51,62.87,2.14,24.96,4
6374,30.09,51.53,56.14,16.95,1.82,13.83,2
10778,6.06,39.03,37.78,41.76,0.91,13.27,1
7808,6.39,3.66,5.3,3.44,1.29,3.1,0
10801,3.11,11.37,12.15,21.49,0.41,8.44,0
7564,83.99,75.08,113.99,42.17,2.4,16.02,4
4666,10.03,10.69,16.63,23.18,0.96,8.44,0
10751,7.46,40.79,42.45,29.5,1.0,13.92,1
12614,32.17,16.96,49.09,17.58,0.62,9.35,1
5676,4.84,10.05,12.39,25.31,0.89,7.13,0
13800,1.1,4.05,0.13,4.74,0.03,2.1,0
5922,19.8,38.43,44.45,69.78,11.58,6.43,1
8068,7.98,9.13,22.35,10.86,0.53,12.11,0
653,1.68,4.02,3.51,6.13,0.34,10.88,0
2612,7.93,15.51,18.69,43.75,0.98,4.64,1
1222,28.09,22.68,42.36,33.68,1.42,24.33,1
6242,75.23,34.44,90.72,52.2,1.75,14.56,2
7341,15.35,37.89,35.19,33.66,1.06,20.82,1
4687,9.39,12.98,16.24,22.45,1.2,10.55,0
7583,106.35,85.56,138.71,68.66,3.2,14.71,4
13539,35.66,3.2,38.39,8.2,1.5,26.89,0
9126,13.11,58.35,41.43,23.52,1.01,16.25,1
12822,43.06,52.26,94.87,20.6,1.11,8.5,2
12760,19.79,39.02,57.49,17.73,1.02,14.48,2
8859,6.69,14.13,5.9,3.78,0.09,13.04,0
4811,8.44,10.84,10.49,28.01,1.42,13.03,0
13663,28.74,5.69,34.44,7.74,1.36,30.21,0
5147,12.02,23.13,17.25,23.39,0.91,6.96,0
5951,9.21,20.65,25.3,16.49,11.8,12.48,0
4778,8.1,25.19,25.04,227.92,0.96,4.38,3
2029,6.61,43.48,25.98,20.1,0.6,4.37,1
14619,9.4,16.95,16.61,12.38,0.92,9.66,0
10644,25.3,58.75,69.59,59.93,1.16,12.82,2
8072,12.9,10.16,32.06,3.49,0.56,12.18,0
11697,54.19,64.87,77.61,49.98,1.01,15.34,2
9906,17.1,21.24,33.94,43.96,0.58,11.28,1
2633,12.09,12.25,16.7,20.98,0.71,6.66,0
10986,5.55,31.76,37.31,6.73,1.27,4.03,1
5225,9.42,21.55,16.64,43.98,0.79,4.85,1
2464,12.57,26.66,0.0,24.45,1.25,4.92,0
5157,12.67,20.35,16.4,43.78,0.9,4.74,1
3083,8.65,28.28,26.66,14.09,0.71,3.39,0
7935,3.93,12.81,20.17,12.75,0.52,17.64,0
10825,3.4,11.22,12.42,17.23,0.52,13.25,0
8930,13.1,19.8,10.17,7.5,0.21,5.23,0
6929,25.0,42.88,59.15,50.57,1.0,14.34,2
9861,7.7,12.16,11.2,9.0,0.36,5.3,0
769,1.62,14.0,8.76,19.57,0.85,17.11,0
5143,9.46,21.64,13.43,30.41,0.74,6.52,0
2685,19.25,21.06,31.97,20.18,0.85,7.69,1
9924,37.92,52.65,48.24,31.9,0.98,6.4,2
10949,1.95,20.88,22.79,6.38,0.31,1.06,0
12600,20.99,11.91,30.74,7.73,0.42,11.13,0
11829,42.73,59.83,62.57,30.22,0.51,11.88,2
8597,10.46,40.95,13.83,10.52,0.2,6.22,0
2234,9.9,47.25,0.0,17.59,0.74,4.92,1
5673,4.45,11.77,13.95,24.95,0.9,6.61,0
12002,8.72,34.22,24.85,37.51,0.86,6.66,1
9263,4.71,24.24,16.08,16.94,0.3,8.15,0
8708,9.47,41.9,10.18,15.15,0.0,7.88,1
8855,9.06,11.31,6.69,4.9,0.16,5.26,0
3086,12.32,37.89,39.71,18.91,0.83,3.94,1
3496,3.89,8.33,7.68,16.18,0.59,11.37,0
5366,10.61,17.52,25.69,101.08,1.06,12.87,3
3986,4.8,12.19,7.85,30.97,2.0,7.15,0
3165,6.56,26.2,26.31,13.02,0.92,7.39,0
9671,5.58,21.02,13.6,9.46,0.53,3.09,0
3935,1.6,11.29,7.64,40.55,1.88,1.96,0
8915,9.06,16.07,7.95,4.72,0.16,5.01,0
4027,5.87,10.42,9.17,34.73,2.02,9.01,0
14360,1.48,4.94,2.81,2.28,3.31,4.11,0
2747,11.41,30.42,34.18,15.25,1.12,7.11,1
7676,29.31,40.53,49.0,31.36,0.87,15.42,2
9269,5.61,17.79,13.61,15.41,0.32,6.65,0
4761,8.24,12.18,19.83,275.78,0.76,2.2,3
5214,9.65,23.69,18.09,30.86,0.8,6.19,1
14664,4.9,11.21,12.5,5.09,0.96,5.54,0
1714,1.76,9.61,4.7,7.86,2.36,1.96,0
6592,91.66,78.79,39.67,27.41,1.55,23.92,2
7831,13.97,16.63,21.9,74.89,0.88,16.66,1
3458,3.65,27.86,17.87,14.47,0.68,14.06,0
12914,27.94,31.45,58.67,32.81,1.84,7.49,2
747,1.88,13.46,8.68,17.61,0.69,11.56,0
8179,31.24,9.08,61.01,18.17,1.35,11.53,2
3906,11.0,17.47,13.17,39.23,2.01,7.65,1
6576,112.39,114.11,63.07,55.83,1.16,30.47,4
2969,6.47,18.54,21.24,12.87,0.62,8.99,0
6296,46.36,57.0,102.85,45.57,1.26,19.21,2
4684,17.25,13.7,20.87,29.51,0.65,13.31,0
10859,68.0,18.4,63.96,2.94,1.28,23.29,2
1352,10.57,11.41,20.97,30.69,0.23,3.05,0
9401,5.23,41.45,25.43,16.4,0.68,7.12,1
4239,7.09,6.08,9.39,6.12,0.54,9.81,0
14389,0.67,2.07,1.54,7.02,0.81,1.64,0
11284,2.7,11.82,14.49,5.26,0.5,2.25,0
5264,9.88,25.12,18.84,18.58,0.86,6.97,0
8054,6.89,10.57,22.65,6.69,0.56,11.81,0
2177,22.62,41.17,7.45,37.76,1.37,2.49,1
9538,7.03,40.85,27.2,21.34,0.76,11.69,1
5899,26.99,40.15,52.41,134.82,9.78,5.82,3
10502,16.03,32.21,41.33,18.12,0.73,12.13,1
1838,13.62,51.64,35.97,42.06,2.12,3.23,1
12882,14.18,9.18,22.44,6.31,0.44,7.39,0
9102,20.92,67.65,52.81,19.27,1.16,14.95,2
10258,18.51,30.4,41.26,24.82,1.14,10.08,1
10817,3.15,12.9,13.6,18.61,0.51,12.63,0
3692,11.12,7.82,18.93,4.78,0.0,12.58,0
11631,8.89,25.47,23.2,9.52,0.96,7.04,0
12362,12.71,29.57,25.22,35.3,1.18,5.04,1
5019,11.52,22.77,19.6,283.1,0.84,11.66,3
5083,16.37,22.16,20.84,86.28,0.79,14.37,3
6025,10.5,48.61,45.79,56.95,8.14,9.08,1
1949,6.15,49.77,26.13,19.85,1.7,5.25,1
11605,3.7,6.37,10.12,12.72,0.37,5.31,0
11246,2.73,21.25,23.98,27.13,0.52,4.77,1
7248,54.31,58.22,80.36,44.67,1.75,16.81,2
14376,0.55,2.43,1.74,1.4,0.46,1.6,0
8918,7.99,9.53,6.55,9.01,0.12,3.99,0
1117,22.22,21.74,43.96,24.05,0.0,6.05,1
393,13.93,43.42,34.5,8.82,0.87,7.51,1
1641,2.68,16.23,14.63,26.96,1.46,2.63,0
8768,9.57,38.28,10.72,16.62,0.16,10.89,0
4668,11.71,10.47,17.88,24.9,0.82,12.1,0
2607,8.27,12.51,17.4,39.88,1.06,4.53,1
4337,5.72,19.61,14.1,51.13,0.58,11.11,1
3554,22.13,22.01,44.13,11.1,4.02,15.03,1
9270,8.16,27.16,20.02,13.27,0.31,7.29,0
1262,13.85,9.07,15.9,16.02,0.47,5.1,0
12733,15.82,42.82,58.64,19.51,0.86,15.39,2
470,29.13,85.01,68.98,14.32,1.15,10.68,2
5583,9.28,17.93,25.54,18.12,0.93,5.9,0
4066,15.97,9.92,22.56,51.87,0.96,12.71,1
9322,5.91,34.47,22.39,13.88,0.43,6.26,1
8786,6.46,29.2,9.42,16.22,0.16,15.79,0
6908,22.5,46.74,56.52,45.13,1.3,13.2,2
1310,14.23,10.58,21.59,10.75,0.45,9.77,0
6344,18.61,48.72,62.06,29.91,1.28,42.34,2
6723,156.79,102.4,58.09,63.27,1.0,42.8,4
9200,3.15,30.16,18.39,14.27,0.62,7.18,0
6218,101.94,92.32,146.25,63.4,2.73,20.77,4
13701,4.74,18.48,16.79,2.79,2.49,36.3,0
3323,8.05,41.02,28.36,19.25,1.18,13.41,1
10240,13.38,18.96,28.13,11.99,0.69,10.89,0
11754,12.92,32.99,24.26,53.87,1.39,9.75,1
5011,11.55,22.22,16.24,301.28,0.8,12.9,3
5086,14.04,17.68,16.68,111.54,0.75,5.65,3
8110,35.46,17.13,76.59,2.23,0.68,15.63,2
6693,73.95,42.18,35.0,43.07,0.52,23.59,2
13462,26.01,7.12,33.13,7.61,0.96,27.3,0
3354,3.42,39.49,23.78,14.97,1.07,14.87,1
4867,5.62,15.37,11.31,82.4,0.76,3.41,3
1409,9.51,10.05,19.2,5.1,0.59,10.68,0
10328,36.81,44.12,66.72,25.28,1.71,19.87,2
3766,21.01,23.07,38.21,43.89,2.25,14.08,1
2040,6.67,18.35,15.54,19.96,0.91,4.16,0
9315,12.36,38.03,29.38,16.4,0.58,7.03,1
9829,9.62,27.31,20.91,16.28,0.46,4.77,0
2867,23.55,35.74,46.05,15.62,1.13,4.12,1
9146,5.41,42.54,26.69,18.9,0.67,7.29,1
12661,13.76,10.54,24.08,12.98,0.6,11.37,0
11817,19.15,58.47,40.51,30.22,0.43,8.54,1
8734,12.37,46.93,13.69,30.84,0.27,20.72,1
6986,17.48,39.43,43.95,27.09,1.03,12.89,1
6975,20.89,40.94,49.98,33.55,1.3,10.07,1
13675,36.81,2.05,38.86,8.19,1.15,35.36,0
12915,49.98,35.42,84.61,34.62,2.41,7.14,2
3157,7.89,29.51,28.63,14.47,0.98,6.45,1
10086,6.42,30.38,34.97,25.95,0.66,6.34,1
4936,4.3,12.35,14.67,112.0,0.83,3.58,3
9559,2.69,23.98,14.72,16.58,0.56,6.04,0
4955,9.51,15.71,16.18,102.6,2.72,4.48,3
2196,10.82,39.92,0.0,39.88,2.6,6.66,1
4910,3.54,8.44,8.32,47.63,2.08,3.32,0
336,7.18,27.31,20.52,19.1,1.56,9.59,0
4411,9.6,16.2,11.71,5.23,1.0,27.96,0
12982,49.37,37.39,66.39,19.31,1.04,9.85,2
12077,14.77,53.54,38.8,43.56,1.13,7.96,1
6080,12.97,51.7,109.52,42.09,1.34,7.82,2
4029,7.7,6.33,8.98,38.89,1.62,8.96,0
6910,28.45,56.51,67.62,44.96,1.21,14.94,2
6972,24.07,39.45,53.81,44.12,1.35,10.77,2
7775,0.99,2.99,2.43,2.04,1.48,3.58,0
8175,42.12,11.71,81.69,17.71,1.15,12.13,2
1051,10.29,8.06,18.35,6.96,0.41,9.02,0
11393,4.55,15.75,20.26,8.36,0.34,7.32,0
9170,2.73,28.95,17.4,11.68,0.58,6.47,0
4881,5.93,14.66,11.65,72.7,1.16,4.49,1
9949,38.44,117.03,101.31,35.65,0.31,10.92,2
12939,51.93,40.28,90.82,31.98,0.82,10.31,2
6618,40.62,56.66,44.59,52.53,1.14,23.82,2
14627,7.0,20.72,23.14,8.17,0.86,4.36,0
2638,6.5,16.03,13.27,20.52,0.83,7.49,0
5527,6.18,10.31,16.03,1.61,0.98,7.53,0
11251,4.9,27.81,32.7,21.9,0.44,3.16,1
10513,10.76,34.54,40.5,45.19,0.67,8.84,1
12360,11.39,20.84,20.2,35.5,1.23,3.74,1
5886,5.23,11.07,15.0,28.33,0.68,4.79,0
2158,14.37,31.42,4.02,15.12,1.97,3.65,0
8908,7.78,12.73,6.88,4.92,0.18,4.97,0
2616,6.3,17.93,14.8,42.01,0.99,5.5,1
13953,1.68,13.51,8.43,4.08,0.97,7.72,0
5584,13.85,18.25,29.76,19.24,1.16,3.82,0
860,8.23,6.79,23.09,15.54,0.34,3.72,0
5194,14.7,24.14,21.94,39.14,0.84,6.03,1
9041,10.23,60.71,39.96,16.52,0.93,14.18,1
6007,22.5,58.87,71.34,37.0,6.75,17.56,2
8469,5.49,10.41,14.59,10.48,0.9,5.88,0
12933,79.2,43.86,119.9,28.37,1.2,10.42,4
13142,0.73,2.31,0.7,2.34,0.22,6.48,0
2340,4.85,22.79,0.0,30.19,0.45,4.83,0
11305,3.23,24.86,27.94,4.01,0.52,2.0,0
3858,19.03,24.53,35.65,39.09,2.97,8.41,1
423,2.0,30.38,17.79,21.15,0.7,10.94,1
3256,2.99,12.22,14.05,10.41,0.85,6.37,0
14273,0.91,5.33,3.42,4.3,0.67,1.86,0
14049,3.28,11.32,8.48,1.88,0.79,7.12,0
11689,106.63,73.94,124.68,65.03,2.39,8.26,4
4712,11.0,13.78,15.28,65.03,1.34,8.85,1
4124,27.57,17.51,22.37,83.67,0.54,4.56,3
12766,26.2,38.8,64.03,17.47,0.98,9.88,2
13371,104.96,2.3,68.67,25.52,2.54,9.88,2
7451,10.07,28.4,26.51,33.55,0.94,8.79,1
4789,4.16,8.8,8.12,35.18,2.49,3.51,0
6544,80.88,95.27,118.3,39.9,1.6,22.25,4
7964,4.43,12.25,20.41,7.09,0.78,16.44,0
7617,21.19,38.08,40.99,46.34,1.16,9.24,1
3473,2.47,30.26,18.2,14.35,0.79,12.89,0
1215,61.77,47.67,67.32,52.8,1.09,25.23,2
8589,8.76,53.2,15.5,16.89,0.17,7.08,1
13246,50.46,27.81,67.24,24.24,1.46,53.04,2
9915,15.55,30.26,46.75,26.41,0.52,6.54,1
271,7.52,7.16,10.56,16.27,0.64,8.77,0
8703,10.06,49.44,16.53,15.71,0.0,6.68,1
5874,6.84,12.1,16.04,49.54,0.66,7.13,1
10784,10.32,38.51,38.91,42.83,0.81,12.01,1
1955,10.47,26.16,20.93,25.75,1.51,3.9,1
11426,51.52,39.8,87.26,13.14,1.17,6.9,2
7760,57.27,1.89,59.16,10.71,1.73,3.99,2
7834,8.08,17.61,17.3,54.29,0.97,16.44,1
11894,9.34,27.8,21.97,36.61,0.84,7.96,1
2438,10.46,25.64,0.0,24.15,0.63,5.89,0
3688,5.75,10.24,15.99,4.52,0.0,12.41,0
2006,4.2,19.45,13.01,16.4,1.03,2.75,0
5070,12.12,20.38,17.57,108.54,0.64,29.85,3
6809,35.39,84.45,60.5,51.2,0.9,27.88,2
1811,3.25,8.98,8.24,24.56,8.24,2.85,0
1647,2.2,9.0,7.6,26.22,9.58,4.07,0
1976,13.82,36.11,33.16,33.7,1.03,3.61,1
3337,6.96,32.76,23.08,12.62,1.02,12.54,0
6309,9.77,30.51,38.62,47.95,1.0,10.43,1
13958,1.7,9.04,6.2,4.61,0.86,4.92,0
12997,9.94,50.82,25.29,13.37,0.62,11.6,1
9157,2.99,28.02,17.0,15.06,0.56,6.52,0
3442,11.29,59.43,40.88,19.16,1.17,28.89,1
3355,12.97,46.99,35.54,18.68,1.65,22.75,1
4817,6.31,12.17,11.77,11.81,1.01,3.0,0
6852,102.0,83.94,16.38,77.11,2.18,25.97,2
12424,38.92,53.69,59.6,30.12,1.12,18.48,2
4267,6.07,14.69,12.52,46.26,0.4,7.97,1
3398,6.91,41.4,27.73,23.69,1.05,5.29,1
4835,4.57,5.2,6.79,165.18,0.69,3.35,3
4825,6.02,8.79,10.54,7.44,0.78,3.0,0
7602,54.97,55.61,79.04,50.75,2.24,11.15,2
9919,15.9,26.0,38.37,23.22,0.9,8.39,1
6141,17.36,27.81,41.56,23.17,1.19,16.71,1
12114,30.56,39.6,43.25,36.93,0.96,8.53,1
1954,9.96,24.34,19.72,24.05,1.66,4.46,1
6057,15.9,68.76,71.74,56.02,1.35,5.33,2
13325,30.44,7.05,27.72,22.07,2.38,51.82,0
5190,11.53,23.85,19.43,49.08,0.86,6.8,1
11957,11.5,27.44,26.96,29.23,0.73,11.13,1
14474,0.96,3.34,1.92,1.21,0.8,0.63,0
7904,8.26,15.9,30.58,21.3,0.82,20.72,0
426,9.24,67.05,43.17,20.44,1.28,57.72,1
1703,1.59,19.98,9.87,2.21,1.52,4.44,0
7758,57.44,1.89,59.34,10.52,1.35,3.65,2
14193,5.7,7.98,8.86,5.12,1.96,18.65,0
1326,13.16,11.2,23.58,9.48,0.3,9.68,0
11453,42.01,60.5,101.9,23.66,1.19,11.15,2
12931,55.55,47.62,99.05,20.99,1.26,9.09,2
463,2.65,22.75,14.26,22.92,0.38,8.37,0
7079,15.59,27.58,28.48,39.46,0.81,9.99,1
2311,6.52,32.28,0.0,23.98,0.55,6.87,0
11378,10.89,14.93,24.46,12.45,0.38,3.43,0
12479,9.79,47.88,30.33,16.46,2.29,8.9,1
10230,13.13,20.51,29.64,12.89,0.64,11.05,0
10375,26.87,22.47,38.08,22.58,0.69,11.0,1
5456,5.63,10.92,16.49,66.69,0.91,12.96,1
7507,12.62,27.25,26.71,24.04,0.83,10.43,1
2676,25.62,19.41,36.57,24.91,0.86,7.09,1
8401,7.85,13.32,19.67,10.41,1.03,7.17,0
7965,9.4,15.82,32.38,9.71,0.61,16.15,0
13791,1.13,3.42,0.68,2.73,0.14,2.17,0
5404,8.89,15.74,23.98,36.52,0.97,13.94,1
9634,6.46,29.89,20.72,21.21,0.42,9.62,1
12577,21.6,15.52,36.51,15.49,0.53,8.57,0
9259,6.15,28.85,19.13,16.33,0.31,7.02,0
7453,16.87,31.0,33.32,35.33,1.07,9.43,1
5490,18.81,20.97,33.91,24.09,0.8,7.74,1
2120,4.61,20.93,4.15,40.64,0.77,4.62,1
6515,24.51,67.37,74.28,34.17,1.08,14.63,2
10444,30.74,33.36,54.39,31.17,1.47,16.55,2
8665,22.06,49.45,7.32,26.91,0.25,13.93,1
10176,10.13,15.06,23.27,13.56,0.72,8.84,0
14694,5.53,8.4,12.05,5.94,0.48,5.72,0
135,1.68,25.6,15.01,20.24,0.69,11.81,0
11622,3.79,8.11,11.95,13.2,0.33,5.2,0
5348,13.08,19.44,31.19,73.34,0.75,9.99,1
